NC_006625.1,Proteobacteria
NC_006628.1,Proteobacteria
NC_006629.2,Firmicutes
NC_006663.1,Firmicutes
NC_006671.1,Proteobacteria
NC_006672.1,Proteobacteria
NC_006673.1,Proteobacteria
NC_006674.1,Proteobacteria
NC_006675.1,Proteobacteria
NC_006676.1,Proteobacteria
NC_006815.1,Proteobacteria
NC_006816.1,Proteobacteria
NC_006821.1,Firmicutes
NC_006822.1,Firmicutes
NC_006823.1,Proteobacteria
NC_006824.1,Proteobacteria
NC_006825.1,Firmicutes
NC_006826.1,Proteobacteria
NC_006827.2,Firmicutes
NC_006828.1,Proteobacteria
NC_006829.1,Proteobacteria
NC_006830.1,Proteobacteria
NC_006842.1,Proteobacteria
NC_006843.1,Actinobacteria
NC_006855.1,Proteobacteria
NC_006856.1,Proteobacteria
NC_006857.1,Firmicutes
NC_006860.1,Proteobacteria
NC_006868.1,Proteobacteria
NC_006871.1,Firmicutes
NC_006872.1,Firmicutes
NC_006873.1,Bacteroidetes
NC_006877.1,Proteobacteria
NC_006881.1,Proteobacteria
NC_006903.1,Tenericutes
NC_006904.1,Firmicutes
NC_006907.1,Nitrospirae
NC_006909.1,Nitrospirae
NC_006910.1,Actinobacteria
NC_006911.1,Actinobacteria
NC_006912.1,Actinobacteria
NC_006959.1,Firmicutes
NC_006968.1,Proteobacteria
NC_006969.2,Actinobacteria
NC_006970.2,Actinobacteria
NC_006974.1,Firmicutes
NC_006975.1,Proteobacteria
NC_006976.1,Proteobacteria
NC_006977.1,Firmicutes
NC_006979.1,Firmicutes
NC_006988.1,Proteobacteria
NC_006989.1,Proteobacteria
NC_006994.1,Proteobacteria
NC_006997.1,Actinobacteria
NC_007068.1,Actinobacteria
NC_007093.1,Proteobacteria
NC_007100.1,Proteobacteria
NC_007101.1,Tenericutes
NC_007103.1,Firmicutes
NC_007104.1,Firmicutes
NC_007105.1,Firmicutes
NC_007106.1,Firmicutes
NC_007107.1,Firmicutes
NC_007110.1,Proteobacteria
NC_007111.1,Proteobacteria
NC_007141.1,Proteobacteria
NC_007142.1,Proteobacteria
NC_007143.1,Proteobacteria
NC_007165.1,Firmicutes
NC_007166.1,Firmicutes
NC_007169.1,Firmicutes
NC_007170.1,Firmicutes
NC_007171.1,Firmicutes
NC_007187.1,Proteobacteria
NC_007190.1,Deinococcus-Thermus
NC_007191.1,Firmicutes
NC_007203.1,Firmicutes
NC_007206.1,Proteobacteria
NC_007207.1,Firmicutes
NC_007208.1,Proteobacteria
NC_007209.1,Firmicutes
NC_007274.1,Proteobacteria
NC_007275.1,Proteobacteria
NC_007322.2,Firmicutes
NC_007323.3,Firmicutes
NC_007336.1,Proteobacteria
NC_007337.1,Proteobacteria
NC_007351.1,Firmicutes
NC_007352.1,Firmicutes
NC_007353.2,Proteobacteria
NC_007365.1,Proteobacteria
NC_007410.1,Cyanobacteria
NC_007411.1,Cyanobacteria
NC_007412.1,Cyanobacteria
NC_007414.1,Proteobacteria
NC_007430.1,Chlamydiae
NC_007483.1,Proteobacteria
NC_007486.1,Actinobacteria
NC_007487.1,Actinobacteria
NC_007488.2,Proteobacteria
NC_007489.1,Proteobacteria
NC_007490.2,Proteobacteria
NC_007491.1,Actinobacteria
NC_007504.1,Proteobacteria
NC_007505.1,Proteobacteria
NC_007506.1,Proteobacteria
NC_007507.1,Proteobacteria
NC_007515.1,Proteobacteria
NC_007593.1,Firmicutes
NC_007594.1,Firmicutes
NC_007595.1,Cyanobacteria
NC_007607.1,Proteobacteria
NC_007615.1,Proteobacteria
NC_007616.1,Proteobacteria
NC_007617.1,Proteobacteria
NC_007635.1,Proteobacteria
NC_007641.1,Proteobacteria
NC_007675.1,Proteobacteria
NC_007678.1,Bacteroidetes
NC_007682.3,Proteobacteria
NC_007706.1,Proteobacteria
NC_007713.1,Proteobacteria
NC_007714.1,Proteobacteria
NC_007715.1,Proteobacteria
NC_007717.1,Tenericutes
NC_007718.1,Tenericutes
NC_007719.1,Tenericutes
NC_007720.1,Tenericutes
NC_007762.1,Proteobacteria
NC_007763.1,Proteobacteria
NC_007764.1,Proteobacteria
NC_007765.1,Proteobacteria
NC_007766.1,Proteobacteria
NC_007772.1,Firmicutes
NC_007773.1,Firmicutes
NC_007790.1,Firmicutes
NC_007791.1,Firmicutes
NC_007792.1,Firmicutes
NC_007800.1,Proteobacteria
NC_007801.1,Proteobacteria
NC_007900.1,Chlamydiae
NC_007901.1,Proteobacteria
NC_007926.1,Proteobacteria
NC_007927.1,Actinobacteria
NC_007928.1,Firmicutes
NC_007930.1,Firmicutes
NC_007931.1,Firmicutes
NC_007941.1,Proteobacteria
NC_007949.1,Proteobacteria
NC_007950.1,Proteobacteria
NC_007956.1,Firmicutes
NC_007959.1,Proteobacteria
NC_007960.1,Proteobacteria
NC_007961.1,Proteobacteria
NC_007962.1,Proteobacteria
NC_007968.1,Proteobacteria
NC_007971.2,Proteobacteria
NC_007972.2,Proteobacteria
NC_007974.2,Proteobacteria
NC_008010.2,Deinococcus-Thermus
NC_008012.1,Proteobacteria
NC_008013.1,Proteobacteria
NC_008014.1,Proteobacteria
NC_008036.1,Proteobacteria
NC_008042.1,Proteobacteria
NC_008043.1,Proteobacteria
NC_008049.1,Proteobacteria
NC_008050.1,Proteobacteria
NC_008051.1,Proteobacteria
NC_008052.1,Proteobacteria
NC_008053.1,Proteobacteria
NC_008087.1,Proteobacteria
NC_008118.1,Proteobacteria
NC_008119.1,Proteobacteria
NC_008120.1,Proteobacteria
NC_008121.1,Proteobacteria
NC_008122.1,Proteobacteria
NC_008147.1,Actinobacteria
NC_008226.2,Firmicutes
NC_008230.1,Proteobacteria
NC_008242.1,Proteobacteria
NC_008243.1,Proteobacteria
NC_008244.1,Proteobacteria
NC_008246.1,Proteobacteria
NC_008247.1,Proteobacteria
NC_008259.1,Firmicutes
NC_008269.1,Actinobacteria
NC_008270.1,Actinobacteria
NC_008271.1,Actinobacteria
NC_008273.1,Spirochaetes
NC_008274.1,Spirochaetes
NC_008275.1,Proteobacteria
NC_008308.1,Proteobacteria
NC_008320.1,Proteobacteria
NC_008341.1,Proteobacteria
NC_008342.1,Proteobacteria
NC_008354.1,Firmicutes
NC_008356.1,Firmicutes
NC_008357.1,Proteobacteria
NC_008378.1,Proteobacteria
NC_008379.1,Proteobacteria
NC_008381.1,Proteobacteria
NC_008382.1,Proteobacteria
NC_008383.1,Proteobacteria
NC_008384.1,Proteobacteria
NC_008385.1,Proteobacteria
NC_008386.1,Proteobacteria
NC_008387.1,Proteobacteria
NC_008388.1,Proteobacteria
NC_008389.1,Proteobacteria
NC_008436.1,Firmicutes
NC_008438.1,Proteobacteria
NC_008439.1,Proteobacteria
NC_008440.1,Cyanobacteria
NC_008441.1,Actinobacteria
